timestamp,frame_id,class,confidence,x1,y1,x2,y2,center_x,center_y,X_real,Y_real
2025-10-17 14:47:15,1,car,0.8689222931861877,471.1004638671875,347.34307861328125,601.2760009765625,404.24261474609375,536.188232421875,375.7928466796875,4.8315835,8.005258
2025-10-17 14:47:15,1,car,0.8507338762283325,1069.08740234375,323.9072265625,1186.06298828125,368.37493896484375,1127.5751953125,346.1410827636719,20.827953,7.28929
2025-10-17 14:47:15,1,car,0.8332301378250122,372.28656005859375,416.2896728515625,531.8116455078125,470.2647705078125,452.0491027832031,443.2772216796875,1.6934605,10.88702
2025-10-17 14:47:15,1,car,0.7583964467048645,1138.113037109375,350.7173156738281,1277.228759765625,423.9996032714844,1207.6708984375,387.35845947265625,19.633682,9.748001
2025-10-17 14:47:15,1,car,0.7070091366767883,610.7156982421875,167.63174438476562,657.7249755859375,193.9341735839844,634.2203369140625,180.782958984375,22.33798,-15.2993145
2025-10-17 14:47:15,1,car,0.640680730342865,980.9049682617188,526.8892211914062,1271.282470703125,588.4622192382812,1126.093719482422,557.6757202148438,10.178613,15.252654
2025-10-17 14:47:15,1,person,0.506826639175415,317.32489013671875,303.1926574707031,336.35675048828125,342.8184509277344,326.8408203125,323.00555419921875,1.2403847,4.3783135
2025-10-17 14:47:15,1,person,0.4598546624183655,237.75387573242188,348.6677551269531,254.57843017578125,387.7658996582031,246.1661529541016,368.2168273925781,-1.3225021,7.1352143
2025-10-17 14:47:15,1,car,0.4477916359901428,622.5914306640625,276.99920654296875,673.3739013671875,316.21124267578125,647.982666015625,296.605224609375,10.969506,2.7412088
2025-10-17 14:47:15,1,motorcycle,0.4301404654979706,926.916748046875,357.0360717773437,980.298828125,397.8991088867188,953.6077880859376,377.4675903320313,14.258703,8.793722
2025-10-17 14:47:15,1,person,0.3613365292549133,47.81397247314453,316.3968200683594,65.5152359008789,349.5625305175781,56.66460418701172,332.97967529296875,-5.3432155,4.680906
2025-10-17 14:47:15,1,car,0.3585443496704101,437.7827758789063,173.45474243164062,474.461181640625,202.44992065429688,456.1219787597656,187.95233154296875,12.327718,-13.368464
2025-10-17 14:47:15,1,car,0.3177412748336792,559.89208984375,277.8261108398437,600.595458984375,318.21563720703125,580.2437744140625,298.0208740234375,8.9183655,2.762674
2025-10-17 14:47:15,1,car,0.2930234372615814,1.0005035400390625,481.32952880859375,133.6908721923828,587.9910278320312,67.34568786621094,534.6602783203125,-5.111399,13.167975
2025-10-17 14:47:15,1,car,0.2809756398200989,480.5594482421875,208.18304443359372,521.2017211914062,245.09918212890625,500.8805847167969,226.64111328125,10.768404,-5.782117
2025-10-17 14:47:15,1,person,0.2805507183074951,252.3125457763672,285.863525390625,267.31500244140625,321.9603271484375,259.8137741088867,303.91192626953125,-0.11489296,2.790671
2025-10-17 14:47:15,1,car,0.2513680756092071,591.3887939453125,274.762451171875,672.0689697265625,320.456298828125,631.7288818359375,297.609375,10.434408,2.805187
2025-10-17 14:47:15,2,car,0.7857217788696289,832.626708984375,383.7548828125,977.141845703125,434.5439453125,904.88427734375,409.1494140625,11.575124,10.234265
2025-10-17 14:47:15,2,car,0.7283751964569092,1127.3067626953125,344.74029541015625,1242.4229736328125,391.0935668945313,1184.8648681640625,367.91693115234375,20.539318,8.6884775
2025-10-17 14:47:15,2,car,0.692267894744873,610.579833984375,167.27566528320312,657.886474609375,194.47006225585935,634.233154296875,180.87286376953125,22.322685,-15.274862
2025-10-17 14:47:15,2,car,0.6868134140968323,980.5555419921876,527.0765380859375,1271.1983642578125,588.387451171875,1125.876953125,557.7319946289062,10.173626,15.253577
2025-10-17 14:47:15,2,car,0.6534363031387329,653.1453857421875,324.24542236328125,780.9412841796875,390.20404052734375,717.0433349609375,357.2247314453125,9.666517,7.2595806
2025-10-17 14:47:15,2,car,0.5255492329597473,1108.344482421875,319.2244873046875,1219.336181640625,363.1310424804688,1163.84033203125,341.1777648925781,22.255846,7.0330596
2025-10-17 14:47:15,2,car,0.5195009708404541,622.2744140625,276.7305908203125,673.115478515625,316.20849609375,647.6949462890625,296.46954345703125,10.969139,2.7286897
2025-10-17 14:47:15,2,car,0.5175894498825073,0.0,388.0791320800781,45.01258850097656,444.5028381347656,22.50629425048828,416.2909851074219,-5.925032,9.147928
2025-10-17 14:47:15,2,car,0.5024042725563049,455.5322570800781,102.84832763671876,499.6943664550781,137.53021240234375,477.6133117675781,120.18927001953124,26.084461,-40.986664
2025-10-17 14:47:15,2,car,0.435895025730133,557.0929565429688,277.6494140625,601.9716186523438,320.6654052734375,579.5322875976562,299.15740966796875,8.8397455,2.860935
2025-10-17 14:47:15,2,car,0.3729959726333618,480.2119140625,276.0476989746094,542.6798095703125,332.0751647949219,511.4458618164063,304.0614318847656,6.6902585,3.1760094
2025-10-17 14:47:15,2,motorcycle,0.3706210851669311,926.1636962890624,376.9792785644531,976.677001953125,427.6883239746094,951.4203491210938,402.3338012695313,12.89555,10.007973
2025-10-17 14:47:15,2,car,0.3477482199668884,405.593017578125,72.06219482421875,444.1240234375,88.26071166992188,424.8585205078125,80.16145324707031,39.538277,-85.40241
2025-10-17 14:47:15,2,person,0.3382377624511719,251.5981292724609,286.8125305175781,266.3402099609375,321.0573425292969,258.9691696166992,303.9349365234375,-0.13756463,2.791362
2025-10-17 14:47:15,2,motorcycle,0.3158022165298462,928.8280029296876,353.044921875,981.3387451171876,398.8856201171875,955.0833740234376,375.96527099609375,14.379203,8.716996
